dimensions,weight,url,price,reviews,subDepartment,department,departmentRank,name
13.8 x 4.5 x 8.8 inches,5.4 pounds,http://www.amazon.com/Clorox-Disinfecting-Wipes-Scented-Packaging/dp/B00HSC9F2C,$9.97,635,Household Supplies,Health & Personal Care,20,"Clorox Disinfecting Wipes Value Pack, Scented, 225 Count (Packaging May Vary)"
6 x 5 x 4 inches,9.6 ounces,http://www.amazon.com/Rainbow-Light-Prenatal-Multivitamin-150-Count/dp/B00115BJ30,$22.88,"1,640",Vitamins & Dietary Supplements,Health & Personal Care,80,"Rainbow Light Prenatal One  Multivitamin, 150-Count Bottle"
7.4 x 5.4 x 5.4 inches,3.2 pounds,http://www.amazon.com/Charlies-Soap-Laundry-Powder-2-64/dp/B00AM16MZO,$12.79,"2,101",Household Supplies,Health & Personal Care,79,"Charlie's Soap ""Laundry Powder"" 2.64 lbs (FFP)"
3 x 3 x 3 inches,0.3 ounces,http://www.amazon.com/Purple-Stylus-Universal-Screen-Capacitive/dp/B0075XYS4E,$1.86,"1,770",Computers & Accessories,Electronics,100,"10 Pack of Pink, Blue, Purple, Red, Black Stylus Universal Touch Screen Capacitive Pen for Kindle Touch iPad 2, Iphone 4,4S,"
2.1 x 2.1 x 3.7 inches,1.6 ounces,http://www.amazon.com/Doctors-Best-Absorption-Coq10-BioPerine/dp/B0019GW3G8,$16.59,"1,067",Vitamins & Dietary Supplements,Health & Personal Care,100,"Doctor's Best High Absorption Coq10 w/ BioPerine (100 mg), 120 Soft gels"
,13 ounces,http://www.amazon.com/NeuTab-N10-Plus-Bluetooth-Pre-installed/dp/B00ZB5T65O,$99.99,222,Computers & Accessories,Electronics,99,NeuTab N10 Plus 10.1 Inch Octa Core Tablet PC Google Android 5.1 Lollipop System 1GB RAM 16GB Nand Flash Bluetooth 4.0 HD Dual Camera HDMI Output Google Play Pre-installed 3D Game Supported Slim Design Black (Back to School Limited Time Offer)
3.5 x 2.2 x 1 inches,12.8 ounces,http://www.amazon.com/Anker-PowerPort-Charging-Multi-Port-Charger/dp/B00VH8ZW02,$15.00,469,Computers & Accessories,Electronics,99,"Anker PowerPort 5 (40W 5-Port USB Charging Hub) Multi-Port USB Charger for iPhone 6s / 6 / 6 Plus, iPad Air 2 / mini 3, Galaxy S6 / Edge / Plus, Note 5 and More (Black)"
1.1 x 10.3 x 6.5 inches,6.4 ounces,http://www.amazon.com/Cricut-Tools-Craft-Basic-Set/dp/B00EZUCUUE,$17.45,232,Crafting,"Arts, Crafts & Sewing",100,Cricut Tools Craft Basic Set
,2.4 ounces,http://www.amazon.com/Sellstrom-Advantage-Indirect-Economy-Protective/dp/B00CA8KQMC,$3.34,29,Safety & Security,Tools & Home Improvement,100,"Sellstrom 81200 PVC Advantage Indirect White Vent Economy Protective Goggle, Green Tinted Body/Clear Lens"
,1.3 pounds,http://www.amazon.com/Apple-MC769LL-Tablet-Black-Generation/dp/B0013FRNKG,$309.00,"3,957",Computers & Accessories,Electronics,100,"Apple iPad 2 MC769LL/A Tablet ( iOS 7,16GB, WiFi) Black 2nd Generation"
,15.4 ounces,http://www.amazon.com/Apple-MGL12LL-Wi-Fi-NEWEST-VERSION/dp/B00OTWONH6,$434.99,"2,188",Computers & Accessories,Electronics,98,"Apple iPad Air 2 MGL12LL/A (16GB, Wi-Fi, Space Gray) NEWEST VERSION"
14.4 x 12.8 x 10.9 inches,7.8 pounds,http://www.amazon.com/OF12BI-0041-Single-Sided-Paper-Capacity-Bistro/dp/B005IP06PG,$23.49,55,Household Supplies,Health & Personal Care,79,"SOLO OF12BI-0041 Single-Sided Poly Paper Hot Cup, 12 oz. Capacity, Bistro (Case of 300)"
3.3 x 6.5 x 5 inches,5 ounces,http://www.amazon.com/3M-Classic-Earplugs-310-1060-Uncorded/dp/B008MCTLJE,$6.95,195,Health Care,Health & Personal Care,80,"3M E-A-R Classic Earplugs 310-1060, Uncorded in Pillow Pack, 30 Count"
2.4 x 2.4 x 8 inches,14.4 ounces,http://www.amazon.com/John-Boos-Mystery-Butcher-ounces/dp/B00063QPYQ,$9.28,510,Kitchen & Dining,Home & Kitchen,100,"John Boos Mystery Butcher Block Oil, 16 ounces"
13 x 9 x 5 inches,5.4 pounds,http://www.amazon.com/Ball-Canning-Regular-Mouth-12-Count/dp/B00HNPNNLS,$14.59,210,Kitchen & Dining,Home & Kitchen,99,Ball Canning Regular Mouth Half Pint Canning Jar 8 oz. 12-Count
4.6 x 6.2 x 4.6 inches,1 pounds,http://www.amazon.com/Pyrex-Prepware-2-Cup-Glass-Measuring/dp/B0002ITQHS,$7.97,"2,757",Kitchen & Dining,Home & Kitchen,98,Pyrex Prepware 2-Cup Glass Measuring Cup
9.5 x 7.5 x 6 inches,1.8 pounds,http://www.amazon.com/Ikea-Food-Container-601-496-73-Green/dp/B00Q4O5N1M,$10.90,637,Kitchen & Dining,Home & Kitchen,96,"Ikea Food Container 601.496.73, Set of 17, Green"
10 x 10.9 x 5.2 inches,6.4 pounds,http://www.amazon.com/George-Foreman-GRP1060B-Serving-Removable/dp/B00KDVJLJW,$29.92,761,Kitchen & Dining,Home & Kitchen,97,"George Foreman GRP1060B 4 Serving Removable Plate Grill, Black"
14.9 x 12.2 x 14.2 inches,12.4 pounds,http://www.amazon.com/Keurig-Elite-Brewing-System-Black/dp/B00AQ9NIO0,$134.37,"2,390",Kitchen & Dining,Home & Kitchen,95,"Keurig K45 Elite Brewing System, Black"
,,http://www.amazon.com/QALO-Mens-Silicone-Wedding-Ring/dp/B00P9HMXG8,$19.99,603,Sports & Fitness,Sports & Outdoors,100,"QALO Men's Silicone Wedding Ring - Black, Grey, Navy Blue, Maroon, Avocado Green (From QALO Silicone Wedding Band ""Quality Collection"")"
4.5 x 4.5 x 0.5 inches,0.8 ounces,http://www.amazon.com/Crosman-Pellgunoil%C2%AE-Air-Lubricating-ounces/dp/B0002IL6M6,$2.77,887,Sports & Fitness,Sports & Outdoors,99,Crosman Pellgunoil® Air Gun Lubricating Oil (1/4 ounces)
6 x 4.8 x 2.2 inches,1.5 pounds,http://www.amazon.com/Stealth-Cam-STC-P12-Megapixel-Scouting/dp/B00HMN7LDC,$59.88,377,Sports & Fitness,Sports & Outdoors,98,"Stealth Cam STC-P12 6.0 Megapixel Digital Scouting Camera, Tree Bark, Right"
6.5 x 2 x 1.5 inches,2.4 ounces,http://www.amazon.com/Speedo-Womens-Vanquisher-Mirrored-Goggle/dp/B00074USP6,$12.35,730,Sports & Fitness,Sports & Outdoors,97,Speedo Women's Vanquisher Mirrored Swim Goggle
10 x 8 x 7 inches,1.2 pounds,http://www.amazon.com/Coleman-9-Can-Soft-Cooler-Liner/dp/B006HFCA5U,$13.99,815,Outdoor Recreation,Sports & Outdoors,96,Coleman 9-Can Soft Cooler With Hard Liner
,,http://www.amazon.com/HemingWeigh-2-Inch-Density-Exercise-Carrying/dp/B00XWVRT12,$19.99,98,Sports & Fitness,Sports & Outdoors,95,HemingWeigh 1/2-Inch Extra Thick High Density Exercise Yoga Mat with Carrying Strap
20 x 16 x 1 inches,1.6 pounds,http://www.amazon.com/JanSport-Right-Pack-Backpack-1900cu/dp/B005E141Q4,$58.90,579,Luggage & Travel Gear,"Clothing, Shoes & Jewelry",93,JanSport Right Pack Backpack - 1900cu in
2.2 x 3.1 x 4.4 inches,4 ounces,http://www.amazon.com/RockTape-Kinesiology-Athletes-2-Inch-16-4-Feet/dp/B006EHXQHC,$17.00,"1,230",Medical Supplies & Equipment,Health & Personal Care,94,RockTape Kinesiology Tape for  Athletes (2-Inch x 16.4-Feet)
10 x 8 x 1 inches,8 ounces,http://www.amazon.com/Ultra-Pro-Pocket-Page-Protectors/dp/B005HIOVOG,$5.79,"1,134",Sports & Fitness,Sports & Outdoors,91,Ultra Pro 25/9 Pocket Page Protectors
,,http://www.amazon.com/Iron-Gym-Upper-Body-Workout/dp/B00Y3A3HZ8,$31.98,"2,602",Sports & Fitness,Sports & Outdoors,92,Iron Gym Upper Body Workout
12 x 12 x 12 inches,1 pounds,http://www.amazon.com/Spalding-NBA-Street-Basketball/dp/B007RNYHYS,$17.99,"1,394",Fan Shop,Sports & Outdoors,90,Spalding NBA Street Basketball
,,http://www.amazon.com/Black-Density-Roller-Round-cubic/dp/B00QAX3NYG,$10.95,"3,605",Sports & Fitness,Sports & Outdoors,89,"EPE Black High Density Foam Roller, Round, 1.9 lbs per cubic foot"
1 x 1 x 3 inches,1.6 ounces,http://www.amazon.com/Victorinox-Swiss-Classic-Pocket-Knife/dp/B0013HBJ8Q,$16.49,"2,796",Power & Hand Tools,Tools & Home Improvement,87,Victorinox Swiss Army Classic SD Pocket Knife
11 x 9 x 4.5 inches,1.4 pounds,http://www.amazon.com/LifeStraw-Family-1-0-Water-Purifier/dp/B00FM9OBQS,$57.98,275,Outdoor Recreation,Sports & Outdoors,88,LifeStraw Family 1.0 Water Purifier
,10.9 ounces,http://www.amazon.com/Everlast-Pro-Style-Training-Gloves/dp/B000JF4M8C,$20.30,"1,171",Sports & Fitness,Sports & Outdoors,85,Everlast Pro Style Training Gloves
,3 pounds,http://www.amazon.com/Eagles-Nest-Outfitters-Atlas-Strap/dp/B00MEZ2MLO,$29.95,845,Outdoor Recreation,Sports & Outdoors,86,"Eagles Nest Outfitters Atlas Strap, Set of 2"
,3 pounds,http://www.amazon.com/Balega-Hidden-Comfort-Running-Socks/dp/B008LEBIX0,,888,Sports & Fitness,Sports & Outdoors,84,Balega Hidden Comfort Running Socks
,2 pounds,http://www.amazon.com/Sport-Brella-Versa-Brella-Position-Umbrella-Universal/dp/B00HPMJCW8,$19.99,963,Outdoor Recreation,Sports & Outdoors,83,Sport-Brella Versa-Brella All Position Umbrella with Universal Clamp
6 x 4 x 3 inches,1 pounds,http://www.amazon.com/Continental-42mm-Presta-Valve-Tube/dp/B00BCUYPLM,$7.59,347,Outdoor Recreation,Sports & Outdoors,81,Continental 42mm Presta Valve Tube
,,http://www.amazon.com/Polar-FT4-Heart-Rate-Monitor/dp/B00ZPHBVTM,$59.99,"5,455",Sports & Fitness,Sports & Outdoors,82,Polar FT4 Heart Rate Monitor
7.3 x 4.3 x 1.2 inches,1 pounds,http://www.amazon.com/Canon-Glossy-Inches-Sheets-2311B023/dp/B0014WJYOG,$6.99,"1,304",Office & School Supplies,Office Products,100,"Canon Photo Paper Plus Glossy II, 4 x 6 Inches, 100 Sheets (2311B023)"
3.9 x 2.3 x 4 inches,4.8 ounces,http://www.amazon.com/Canon-CLI-221-2946B004-4-Color-Packaging-Black/dp/B001CSMJKS,$36.93,"1,317",Office & School Supplies,Office Products,98,Canon CLI-221 2946B004 4-Color Value Pack in Retail Packaging-Black/Cyan/Magenta/Yellow
1.8 x 4 x 8.5 inches,4.8 ounces,http://www.amazon.com/Mighty-Bright-XtraFlex2-Book-Light/dp/1933622717,$13.59,"2,277",Camera & Photo,Electronics,95,"Mighty Bright XtraFlex2 Book Light, Blue"
12.5 x 9 x 2 inches,1 pounds,http://www.amazon.com/Officemate-Clipboard-Letter-Size-83130/dp/B002W6ZVG8,$5.45,188,Office & School Supplies,Office Products,99,"Officemate Clipboard, Letter Size, 3 pack (83130)"
1.3 x 9.2 x 11.7 inches,5.8 pounds,http://www.amazon.com/Scotch-Laminating-11-4-Inches-200-Pack-TP3854-200/dp/B00CBAWIIY,$26.57,"1,947",Office Electronics,Office Products,97,"Scotch Thermal Laminating Pouches, 8.9 x 11.4-Inches, 3 mil thick, 200-Pack (TP3854-200)"
8.5 x 2.5 x 5.5 inches,3.2 ounces,http://www.amazon.com/ADVANTUS-Polypropylene-Pencil-Inches-34104/dp/B0014DZE8K,$1.99,195,Office & School Supplies,Office Products,96,"ADVANTUS Polypropylene Pencil Box with Lid, 8.5 x 5.5 x 2.5 Inches, Clear (34104)"
2.7 x 6.5 x 2.7 inches,2 pounds,http://www.amazon.com/Scotch-Desk-Tape-Dispenser-Black/dp/B00006IF79,$3.67,335,Office & School Supplies,Office Products,92,"Scotch Desk Tape Dispenser, 1in. Core, Black"
12.7 x 10.4 x 2.7 inches,5.4 pounds,http://www.amazon.com/Smead-Manila-Folder-Letter-10381/dp/B00YJJBBN8,$8.89,516,Office & School Supplies,Office Products,23,"Smead Manila File Folder, 1/3-Cut Tab, Letter Size, Manila, 100 per Box (10381)"
11 x 1.1 x 10 inches,3.7 pounds,http://www.amazon.com/Five-Star-Notebook-Subject-73035/dp/B00P9U2BSK,$10.99,12,Office & School Supplies,Office Products,91,"Five Star Spiral Notebook, 5 Subject, 200 College Ruled Sheets, Black and Cobalt Blue, 2 PACK (73035)"
9.6 x 4.2 x 3.2 inches,1.2 pounds,http://www.amazon.com/Columbian-Self-Seal-Security-Envelopes-CO284/dp/B000083E76,$6.99,698,Office & School Supplies,Office Products,90,"Columbian #10 Self-Seal Security Tinted Envelopes,  4-1/8 x 9-1/2 Inch, White, 100 Per Box (CO284)"
1.1 x 6.1 x 2.4 inches,1.6 ounces,http://www.amazon.com/Paper-Mate-Sharpwriter-Mechanical-3030131/dp/B00006IEE4,$2.99,397,Office & School Supplies,Office Products,94,"Paper Mate Sharpwriter 0.7mm Mechanical Pencils, 12 Yellow Pencils (3030131)"
9.4 x 6.8 x 6.3 inches,0.8 ounces,http://www.amazon.com/Mr-Sketch-Assorted-Scent-Markers/dp/B00006IFH0,$6.49,729,Office & School Supplies,Office Products,89,Mr. Sketch Assorted Scent Markers 12 Pack (20072)
7 x 6.1 x 0.7 inches,8 ounces,http://www.amazon.com/Sharpie-Accent-Retractable-Highlighters-Assorted/dp/B000I0VMMC,$6.98,778,Office & School Supplies,Office Products,88,"Sharpie Accent Retractable Highlighters, Assorted, Fine Point, 8/Pack"
4.4 x 2.3 x 4.8 inches,4.8 ounces,http://www.amazon.com/Epson-DURABrite-Standard-Capacity-Cartridge-T220520/dp/B00NFSDTSE,$25.09,172,Office & School Supplies,Office Products,86,"Epson DURABrite Ultra Standard-Capacity Ink Cartridge, Color Multipack (T220520)"
7 x 1.2 x 7 inches,10.1 ounces,http://www.amazon.com/Sharpie-75846-Permanent-Assorted-24-Pack/dp/B000GOZYRO,$14.69,574,Office & School Supplies,Office Products,87,"Sharpie 75846 Fine Point Permanent Marker, Assorted Colors, 24-Pack"
10 x 7 x 6 inches,2.4 ounces,http://www.amazon.com/Panasonic-KX-TCA60-Hands-Free-Headband-Cordless/dp/B00007M1TZ,$8.88,"4,002",Accessories & Supplies,Electronics,85,Panasonic KX-TCA60 Hands-Free Headset with Comfort Fit Headband for Use with Cordless Phones
0.8 x 4.9 x 6.7 inches,5.3 ounces,http://www.amazon.com/Expo-Low-Odor-Chisel-8-Piece-Assorted/dp/B00006IFIL,$6.85,111,Office & School Supplies,Office Products,83,"Expo Low-Odor Dry Erase Set, Chisel Tip, 8-Piece, Assorted Colors"
3.6 x 11.3 x 11.6 inches,1 pounds,http://www.amazon.com/Avery-Durable-Binder-11-Inch-17041/dp/B000J0AVHI,$5.99,"1,663",Office & School Supplies,Office Products,84,"Avery Durable View Binder with 3-Inch Slant Ring, Holds 8.5 x 11-Inch Paper, Black, 1 Binder (17041)"
11 x 9 x 0.1 inches,0.8 ounces,http://www.amazon.com/Avery-Insertable-Plastic-Dividers-11901/dp/B0000AQOH2,$2.89,246,Office & School Supplies,Office Products,82,"Avery  Big Tab Insertable Plastic Dividers,  8-Tabs, 1 Set (11901)"
13.8 x 4.4 x 2.4 inches,1.6 pounds,http://www.amazon.com/Swingline-Precision-Desktop-Capacity-A7074038A/dp/B001FVY7AC,$13.99,139,Crafting,"Arts, Crafts & Sewing",81,"Swingline Precision Pro Desktop 3 Hole Punch, 10 Sheet Capacity, Black and Silver (A7074038A)"
8.6 x 3 x 9 inches,0.3 ounces,http://www.amazon.com/ArtNaturals-Repellent-Bracelets-Protection-Deet-free/dp/B00YO66U4G,$9.95,497,Outdoor Recreation,Sports & Outdoors,100,"ArtNaturals Mosquito Repellent Bracelets, 10 Pack Pest Control Repeller up to 250Hrs of Insect Protection, Outdoor & Indoor, Wrist Bands for Adults & Kids -No Spray, Deet-free - All Natural Plant Oils"
16.2 x 20 x 2 inches,15.2 ounces,http://www.amazon.com/Swimline-8040-Professional-Heavy-Deep-Bag/dp/B000MOIWWM,$11.99,814,"Pools, Hot Tubs & Supplies","Patio, Lawn & Garden",98,"Swimline 8040 Professional Heavy Duty Deep-Bag Pool Rake, Blue"
,1 pounds,http://www.amazon.com/Refillable-Lighter-Grilling-BBQ-Adjustable/dp/B00B2ATAYY,$5.20,272,Household Supplies,Health & Personal Care,97,3 Pack Refillable Lighter for Kitchen Camping Grilling BBQ Home Adjustable Flame
41 x 4 x 11 inches,1.6 pounds,http://www.amazon.com/Fiskars-Uproot-Weed-Root-Remover/dp/B0030MIHAU,$29.97,"1,889",Outdoor Gardening & Lawn Care,"Patio, Lawn & Garden",99,Fiskars Uproot Weed and Root Remover
,4 pounds,http://www.amazon.com/Garden-Home-Heavy-Grill-Cover/dp/B00RUQZ7VY,$19.99,158,Grills & Outdoor Cooking,"Patio, Lawn & Garden",96,"Garden Home Heavy Duty 58'' Grill Cover (Black, 58'')"
9 x 3.5 x 2 inches,5.4 pounds,http://www.amazon.com/Nature2-Spa-Stick-Mineral-Sanitizer/dp/B002IT5JS4,$27.19,603,"Pools, Hot Tubs & Supplies","Patio, Lawn & Garden",95,Nature2 Spa Stick Mineral Sanitizer
50.8 x 25.5 x 25.5 inches,39.6 pounds,http://www.amazon.com/Suncast-DBW9200-Mocha-Wicker-99-Gallon/dp/B0044V3USU,$95.99,"1,197",Outdoor Storage,"Patio, Lawn & Garden",94,"Suncast DBW9200 Mocha Wicker Resin Deck Box, 99-Gallon"
,6.4 ounces,http://www.amazon.com/Apollo-Horticulture-Adjustable-Improved-Internal/dp/B0098R0600,$9.95,653,Outdoor Gardening & Lawn Care,"Patio, Lawn & Garden",93,"Apollo Horticulture GLRP18 Pair of 1/8"" Adjustable Grow Light Rope Hanger w/ Improved Metal Internal Gears"
,5.6 ounces,http://www.amazon.com/Amazon-Lights-All-natural-Premium-Citronella/dp/B000RFV02U,$17.00,516,Outdoor Recreation,Sports & Outdoors,92,"Amazon Lights All-natural Premium Citronella Outdoor Garden Incense Sticks with 2.5 - 3.0 Hour Burn Time. Brazilian Andiroba Oil Blended with Citronella, Rosemary & Thyme."
60 x 0.1 x 36 inches,9.6 ounces,http://www.amazon.com/American-Flag-Embroidered-Shipping-Guarantee/dp/B00LCIYHSK,$28.62,"3,152",Office & School Supplies,Office Products,91,American Flag: 100% American Made - USA Flags Made In USA - Embroidered Stars and Sewn Stripes - Free Shipping for Prime Members and Amazon A to Z Guarantee. US Flags 3 x 5 ft by Grace Alley. This 3x5 American Flag Meets US Flag Code. Made In USA!
,8 ounces,http://www.amazon.com/Advion-Insecticide-Plunger-1-06-Pack/dp/B004NS0HT4,$25.85,678,Pest Control,"Patio, Lawn & Garden",90,"Advion Ant Gel Insecticide with Plunger, 1.06 oz. Pack of 4"
,2.8 pounds,http://www.amazon.com/Kem-Tek-KTK-50-0006-60-Percent-Concentrated-Algaecide/dp/B0030BEI0Y,$21.00,250,"Pools, Hot Tubs & Supplies","Patio, Lawn & Garden",88,"Kem-Tek KTK-50-0006 Pool and Spa 60-Percent Concentrated Algaecide, 1 Quart"
49 x 3 x 3 inches,4.4 pounds,http://www.amazon.com/Tommy-Bahama-Anchor-Umbrella-Telescoping/dp/B00QL2HFOU,$41.44,209,Patio Furniture & Accessories,"Patio, Lawn & Garden",89,Tommy Bahama 2015 Sand Anchor 7 feet Beach Umbrella with Tilt and Telescoping Pole- light blue
0.8 x 1.8 x 6 inches,4.8 ounces,http://www.amazon.com/Fiskars-Softouch-Micro-Tip-Pruning-Snip/dp/B00004SD76,$10.36,"1,090",Outdoor Gardening & Lawn Care,"Patio, Lawn & Garden",86,Fiskars Softouch Micro-Tip Pruning Snip
,6.4 ounces,http://www.amazon.com/Twisted-Chef-Non-stick-Grilling-Sheets/dp/B00KQ1VR5U,$14.95,379,Outdoor Cooking Tools & Accessories,Grills & Outdoor Cooking,83,"Grill Mats by Twisted Chef, Set of 3 Non-stick BBQ Grilling Sheets, 15.75 x 13 Inches"
7.8 x 3.5 x 1.5 inches,8 ounces,http://www.amazon.com/Woodstock-Percussion-ZENERGY-Zenergy-Chime/dp/B0000775G0,$9.37,313,Learning & Education,Toys & Games,84,Woodstock Percussion ZENERGY Zenergy Chime - Solo Percussion Instrument
14 x 14 x 4 inches,1.6 pounds,http://www.amazon.com/SKY-LANTERNS-14-Pack-Assorted/dp/B001T7DAFU,$4.55,"1,046",Lighting & Ceiling Fans,Tools & Home Improvement,85,SKY LANTERNS 14 Pack - Assorted Colors
7 x 6 x 11 inches,5.8 pounds,http://www.amazon.com/Blue-Wave-Medium-Chlorine-Winterizing/dp/B003TQMDUC,$22.60,42,,,82,Blue Wave Medium Chlorine Pool Winterizing Kit
,,http://www.amazon.com/Everest-Cooler-Lunch-Black-Size/dp/B006HMPV4A,$12.99,872,Kitchen & Dining,Home & Kitchen,534,Everest Cooler Lunch Bag
9.6 x 4.4 x 43.9 inches,9.9 pounds,http://www.amazon.com/Black-Decker-LST136W-Lithium-Trimmer/dp/B00I2F51SG,$139.99,"1,374",Lawn Mowers & Outdoor Power Tools,"Patio, Lawn & Garden",81,Black & Decker LST136W 40V Max Lithium String Trimmer
2 x 2 x 1.6 inches,1.6 ounces,http://www.amazon.com/Golden-Bell-Piece-Tobacco-Grinder/dp/B00QF6V3FO,$8.49,277,Kitchen & Dining,Home & Kitchen,93,"Golden Bell 4 Piece 2"" Tobacco Spice Herb Weed Grinder - Color:Nickel Black"
,6.6 pounds,http://www.amazon.com/Lodge-L8SGP3-Pre-Seasoned-Cast-Iron-10-5-inch/dp/B0000CF66W,$18.16,"1,719",Kitchen & Dining,Home & Kitchen,92,"Lodge L8SGP3 Pre-Seasoned Cast-Iron Square Grill Pan, 10.5-inch"
15.2 x 5.1 x 8 inches,11.2 ounces,http://www.amazon.com/Cuisinart-Fine-Stainless-Steel-Strainers/dp/B007TUQF9O,$11.95,694,Kitchen & Dining,Home & Kitchen,89,Cuisinart Set of 3 Fine Mesh Stainless Steel Strainers
4.8 x 4.5 x 11.8 inches,1.1 pounds,http://www.amazon.com/Aeropress-Coffee-and-Espresso-Maker/dp/B0047BIWSK,$29.95,"4,416",Kitchen & Dining,Home & Kitchen,90,Aeropress Coffee and Espresso Maker
7 x 1.2 x 0.8 inches,2.4 ounces,http://www.amazon.com/OXO-Good-Grips-Swivel-Peeler/dp/B00004OCIP,$8.99,920,Kitchen & Dining,Home & Kitchen,91,OXO Good Grips Swivel Peeler
4.9 x 3.1 x 4.9 inches,8.8 ounces,http://www.amazon.com/Yeti-52416-Coolers-Rambler-Colster/dp/B00SU9ACGA,$31.99,119,Fan Shop,Sports & Outdoors,88,Yeti Coolers Rambler Colster
,1.8 pounds,http://www.amazon.com/SterlingPro-French-Coffee-Press-Chrome/dp/B00DUHACEE,$27.95,"3,165",Kitchen & Dining,Home & Kitchen,87,"SterlingPro French Coffee Press --8 Cup/4 Mug (1 liter, 34 oz), Chrome"
8.6 x 6 x 2.8 inches,1.2 pounds,http://www.amazon.com/FoodSaver-FSFSBF0226-000-44-Quart-sized-Bags/dp/B001U005B8,$16.99,633,Kitchen & Dining,Home & Kitchen,86,FoodSaver 44 Quart-sized Bags
9.6 x 7.1 x 10.7 inches,2.8 pounds,http://www.amazon.com/Mr-Coffee-4-Cup-Programmable-Coffeemaker/dp/B0008JIW8U,$19.99,"2,182",Kitchen & Dining,Home & Kitchen,85,"Mr. Coffee DRX5 4-Cup Programmable Coffeemaker, Black"
7.2 x 3.7 x 7.2 inches,13.6 ounces,http://www.amazon.com/Thermos-Stainless-King-24-Ounce-Midnight/dp/B008JC76XA,$25.99,843,Kitchen & Dining,Home & Kitchen,84,"Thermos Stainless King 24-Ounce Food Jar, Midnight Blue"
10.6 x 14.8 x 3.8 inches,14 pounds,http://www.amazon.com/Lodge-LCC3-Pre-Seasoned-Cast-Iron-3-Quart/dp/B0009JKG9M,$25.94,"1,703",Outdoor Recreation,Sports & Outdoors,83,"Lodge LCC3 Pre-Seasoned Cast-Iron Combo Cooker, 3-Quart"
,1.3 pounds,http://www.amazon.com/Espresso-34-Ounce-Resistant-Perfect-Birthday/dp/B00FMJDJ5C,$20.98,"5,705",Kitchen & Dining,Home & Kitchen,82,"KONA French Press ~ Best Coffee Tea & Espresso Maker with 34-Ounce Heat Resistant Glass Teapot, Black ~ Perfect Present Idea for Him or Her Birthday Gifts"
5 x 32 x 18 inches,44.8 pounds,http://www.amazon.com/Canidae-Stages-Chicken-Turkey-44-Pound/dp/B001D9JC0G,$54.99,491,Dogs,Pet Supplies,100,Canidae ALS Dry Dog Food
13.5 x 12.8 x 3.2 inches,2.6 pounds,http://www.amazon.com/Mind-Reader-Anchor-Triple-Drawer/dp/B009GCXETW,$16.39,"2,707",Kitchen & Dining,Home & Kitchen,81,"Mind Reader 'Anchor' Triple Drawer single serve coffee pod holder, Black"
12 x 11.8 x 15.5 inches,13.2 pounds,http://www.amazon.com/Four-Wee-Wee-Puppy-Housebreaking-150-Pack/dp/B002VS6PYE,$39.55,"2,067",Dogs,Pet Supplies,98,Four Paws Wee-Wee Dog House Breaking Pads
4 x 0.8 x 1.5 inches,3.2 ounces,http://www.amazon.com/Pioneer-Pet-Replacement-Stainless-Fountains/dp/B0044XKY82,$5.39,"1,257",Cats,Pet Supplies,99,Pioneer Pet Replacement Filters for Ceramic and Stainless Steel Fountains
,8.8 ounces,http://www.amazon.com/Premium-Hand-Inspected-Best-Bully-Sticks/dp/B00QKZAKPY,$21.99,491,Dogs,Pet Supplies,96,"100% Premium Natural, Hand-Inspected Best Bully Sticks: 8-Oz. Bag of USDA/FDA-Approved Grass-Fed Beef Dog Chews with No Hormones or Chemicals. Safe, Long-Lasting & Easily Digestible for Happy, Healthy Dogs"
4.5 x 2 x 8 inches,2 pounds,http://www.amazon.com/Earthbath-Natural-Shampoo-Oatmeal-Aloe/dp/B0002IEYIE,$12.99,"1,029",Dogs,Pet Supplies,97,"Earthbath All Natural Shampoo, 16-Ounce"
9 x 2 x 7 inches,1 pounds,http://www.amazon.com/Healthy-Dog-Treats-Slow-Smoked-Gluten-Free/dp/B00H2ZS5VM,$19.97,"1,518",Dogs,Pet Supplies,94,"All American Gourmet Jerky Treats For Dogs - Premium Slow Smoked Beef (Old Family Recipe!) - Delicious, Tender AND Healthy 7"" Jerky Treats That Your Dog Will Love, GUARANTEED"
6.8 x 5 x 4.1 inches,5.6 ounces,http://www.amazon.com/TEMPTATIONS-MixUps-SURFERS-DELIGHT-Flavor/dp/B00M0FK8UU,$7.49,143,Cats,Pet Supplies,95,TEMPTATIONS MixUps Cat Treats
24 x 20 x 5.5 inches,30.4 pounds,http://www.amazon.com/Hills-Science-Diet-Sensitive-30-Pound/dp/B003MGAIDI,$42.39,254,Dogs,Pet Supplies,92,Hill's Science Diet Adult Sensitive Stomach & Skin Dry Dog Food
35 x 9.5 x 9.5 inches,1.4 pounds,http://www.amazon.com/SmartyKat-Crackle-Chute-Collapsible-Tunnel/dp/B001B41TOK,$7.88,"1,898",Cats,Pet Supplies,91,SmartyKat Crackle Chute Cat Toy Collapsible Tunnel
24 x 20 x 6.4 inches,38.7 pounds,http://www.amazon.com/Hills-Science-Diet-Advanced-38-5-Pound/dp/B004CX2VSU,$36.79,303,Dogs,Pet Supplies,93,"Hill's Science Diet Adult Advanced Fitness Original Dry Dog Food, Lamb Meal & Rice, 4.5 Pound"
