dimensions,weight,url,price,reviews,subDepartment,department,departmentRank,name
9 x 5 x 2 inches,9.6 ounces,http://www.amazon.com/RoadPro-RP-203EC-Extension-Cigarette-Lighter/dp/B000Z0HVHA,$8.72,"1,038",Accessories,Cell Phones & Accessories,20,RoadPro RP-203EC 12V 12' Extension Cord with Cigarette Lighter Plug
2 x 4 x 9 inches,1 pounds,http://www.amazon.com/Meguiars-G17216-Ultimate-Compound-15-2/dp/B001O7PNNM,$9.76,609,Car Care,Automotive,26,Meguiar's G17216 Ultimate Compound - 15.2 oz.
4.9 x 1.6 x 3.2 inches,0.3 ounces,http://www.amazon.com/Lansinoh-Lanolin-Breastfeeding-Mothers-Grams/dp/B005MI648C,$6.39,"1,102",Feeding,Baby Products,100,"Lansinoh HPA Lanolin for Breastfeeding Mothers, 40 Grams"
19.7 x 17.4 x 2.6 inches,14.4 ounces,http://www.amazon.com/Oven-Element-CH44T10011-WB44T10011-Watts/dp/B0081E9PBM,$16.95,36,Parts & Accessories,Appliances,100,GE Oven Bake Element CH44T10011 WB44T10011 3410 Watts
5.9 x 5.6 x 3.3 inches,4.8 ounces,http://www.amazon.com/WHT-DRYER-VENT-WIDE-MOUTH/dp/B00314WY0G,$9.03,57,Parts & Accessories,Appliances,99,"4"" WHT DRYER VENT WIDE MOUTH"
5.5 x 6.8 x 7.2 inches,4.2 pounds,http://www.amazon.com/Cascade-Complete-Actionpacs-Dishwasher-Detergent/dp/B00C72BY9U,$16.68,"1,174",Household Supplies,Health & Personal Care,81,"Cascade Complete All-in-1 Actionpacs Dishwasher Detergent, Fresh Scent, 80 Count"
10.5 x 3.6 x 0.9 inches,3 ounces,http://www.amazon.com/Lisle-35260-Plastic-Fastener-Remover/dp/B0002SRCMO,$10.46,521,Power & Hand Tools,Tools & Home Improvement,100,Lisle 35260 Plastic Fastener Remover
20.9 x 20.7 x 32.7 inches,57.8 pounds,http://www.amazon.com/Danby-Designer-DCR044A2BDD-Refrigerator-4-4-Cubic/dp/B00MO6V9CQ,$167.95,938,Refrigerators,Appliances,99,"Danby Designer DCR044A2BDD Compact Refrigerator, 4.4-Cubic Feet, Black"
5 x 3 x 10 inches,1.6 pounds,http://www.amazon.com/Meguiars-G18216-Ultimate-Liquid-Wax/dp/B004HCM9H4,$15.81,387,Car Care,Automotive,97,Meguiar's G18216 Ultimate Liquid Wax - 16 oz.
16 x 10 x 3.3 inches,8 pounds,http://www.amazon.com/Stanley-94-248-65-Piece-Homeowners-Tool/dp/B000UHMITE,$39.95,842,Power & Hand Tools,Tools & Home Improvement,106,Stanley 94-248 65-Piece Homeowner's Tool Kit
,3.2 ounces,http://www.amazon.com/Cuisinart-Machine-Replacement-Charcoal-Filters/dp/B00DCO8FE4,$8.35,219,Kitchen & Dining,Home & Kitchen,100,Cuisinart Coffee Machine 12 Pack Replacement Charcoal Water Filters
,,http://www.amazon.com/J5-Tactical-V1-Pro-Flashlight-Original/dp/B00V7T1YRQ,$12.95,446,Power & Hand Tools,Tools & Home Improvement,,J5 Tactical V1-PRO Flashlight
1 x 14.2 x 18.6 inches,5 pounds,http://www.amazon.com/K-4694-0-Ridgewood-Molded-Wood-Color-Matched-Elongated/dp/B000UNU3H2,$14.75,632,Kitchen & Bath Fixtures,Tools & Home Improvement,113,"KOHLER K-4694-0 Ridgewood Molded-Wood with Color-Matched Plastic Hinges Elongated Toilet Seat, White"
18.9 x 2.6 x 2 inches,8.8 ounces,http://www.amazon.com/Victorinox-Fibrox-8-Inch-47520-5-2063-20/dp/B000638D32,$35.99,"3,360",Kitchen & Dining,Home & Kitchen,99,"Victorinox Fibrox 8-Inch Chef's Knife 40520, 47520, 45520, 5.2063.20"
7.2 x 1.8 x 1 inches,0.8 ounces,http://www.amazon.com/Stanley-66-344-4-in-1-Pocket-Screwdriver/dp/B0014KMDZ0,$3.99,"1,476",Power & Hand Tools,Tools & Home Improvement,80,Stanley 66-344 4-in-1 Pocket Screwdriver
1 x 4 x 7 inches,0.3 ounces,http://www.amazon.com/Loctite-1365882-20-Gram-Bottle-Professional/dp/B004Y960MU,$5.69,362,"Tapes, Adhesives & Sealants",Industrial & Scientific,79,Loctite 1365882 20-Gram Bottle Liquid Professional Super Glue
,1 pounds,http://www.amazon.com/SPRI-Deluxe-Vinyl-Dumbbells-Set/dp/B008DSK9B6,$8.98,599,Sports & Fitness,Sports & Outdoors,80,SPRI Deluxe Vinyl Dumbbells (Set of 2)
,3.2 ounces,http://www.amazon.com/action-Floats-Exercise-Hippity-bouncer/dp/B00147OVDA,$6.50,174,Sports & Fitness,Sports & Outdoors,79,"2 way action Hand AIR PUMP For Pool Floats, Exercise Balls, Rody or Hippity Hop bouncer hopper balls"
,8 ounces,http://www.amazon.com/VIPERTEK-VTS-989-Heavy-Rechargeable-Flashlight/dp/B00FPE6UN2,$15.99,"1,497",Sports & Fitness,Sports & Outdoors,77,"VIPERTEK VTS-989 - 38,000,000 V Heavy Duty Stun Gun - Rechargeable with LED Flashlight"
7.2 x 5.1 x 2.1 inches,1 pounds,http://www.amazon.com/Aqua-Sphere-Kayenne-Goggle/dp/B00V6T3FKQ,$24.99,"2,103",Sports & Fitness,Sports & Outdoors,78,Aqua Sphere Kayenne Goggle
6.3 x 3.9 x 2 inches,5.6 ounces,http://www.amazon.com/Brightest-Bike-Light-Amazon-Installation/dp/B00KQSVRF8,$22.97,"1,877",Outdoor Recreation,Sports & Outdoors,75,Brightest Bike Light on Amazon - Comes With FREE TAIL LIGHT(Limited Time) - Tools-Free Installation in Seconds - The Best Headlight on Amazon Compatible with: Mountain & Kids & Street Bicycles - Divine LEDs
60 x 4 x 3 inches,9.8 pounds,http://www.amazon.com/Sport-Brella-Umbrella-Portable-Weather-Shelter/dp/B002CLQ1T4,$54.04,"1,654",Outdoor Recreation,Sports & Outdoors,76,Sport-Brella Umbrella - Portable Sun and Weather Shelter
,4.8 ounces,http://www.amazon.com/Nalgene-The-Fly-Water-Bottle/dp/B0047GOONM,$5.07,975,Sports & Fitness,Sports & Outdoors,74,Nalgene On The Fly Water Bottle
,,http://www.amazon.com/Iron-Gym-Upper-Body-Workout/dp/B00Y3A3HZ8,$29.47,"2,571",Sports & Fitness,Sports & Outdoors,73,Iron Gym Upper Body Workout
,,http://www.amazon.com/Force-Assisted-Opening-Folding-4-5-Inch/dp/B00FOR2DTU,$8.70,"3,585",Sports & Fitness,Sports & Outdoors,72,Tac Force TF-705 Series Assisted Opening Folding Knife 4.5-Inch Closed
,1 pounds,http://www.amazon.com/Butler-Creek-Maglula-Magazine-9mm-45/dp/B010EJV000,$28.90,"7,717",Sports & Fitness,Sports & Outdoors,70,Butler Creek Maglula UpLULA Magazine Speed Loader 9mm-.45 ACP 24222 UP60B
11 x 4 x 4 inches,5.6 ounces,http://www.amazon.com/Camelbak-Products-Chill-Water-Bottle/dp/B00J08J662,$10.80,579,Sports & Fitness,Sports & Outdoors,69,Camelbak Products Big Chill Water Bottle
,2 pounds,http://www.amazon.com/Sport-Brella-Versa-Brella-Position-Umbrella-Universal/dp/B00HPMJCW8,$19.99,893,Luggage & Travel Gear,"Clothing, Shoes & Jewelry",68,Sport-Brella Versa-Brella All Position Umbrella with Universal Clamp
5 x 5 x 10 inches,1 pounds,http://www.amazon.com/Hydro-Flask-Insulated-Stainless-18-Ounce/dp/B00GA03F2O,$23.99,926,Sports & Fitness,Sports & Outdoors,71,"Hydro Flask Insulated Stainless Steel Water Bottle Wide Mouth with Hydro Flip Lid, 18-Ounce"
,,http://www.amazon.com/Ball-Pump-Deluxe-Kit-Additional/dp/B00AWRSMRE,$6.79,17,Sports & Fitness,Sports & Outdoors,67,"Ball Pump Deluxe Kit - Pump, Needles, & Pressure Gauge With 3 Additional Needles"
,,http://www.amazon.com/Standard-Corn-Filled-Regulation-Cornhole-choose/dp/B00JVYQHPS,$20.00,996,Sports & Fitness,Sports & Outdoors,66,8 Standard Corn-Filled Regulation Cornhole Bags (choose your colors)
1 x 1 x 3 inches,1.6 ounces,http://www.amazon.com/Victorinox-Swiss-Classic-Pocket-Knife/dp/B0013HBJ8Q,$16.49,"2,750",Power & Hand Tools,Tools & Home Improvement,69,Victorinox Swiss Army Classic SD Pocket Knife
,2.2 pounds,http://www.amazon.com/2000lbs-Static-Strength-Exercise-Stability/dp/B00BOM2JNY,$22.05,"1,800",Sports & Fitness,Sports & Outdoors,64,2000lbs Static Strength Exercise Stability Ball with Pump
,,http://www.amazon.com/Replacement-Wireless-Activity-Bracelet-Wristband/dp/B00MGA7Q9A,$8.49,702,Sports & Fitness,Sports & Outdoors,63,"i-smile® 2pcs Replacement Bands with Metal Clasps for Fitbit Flex / Wireless Activity Bracelet Sport Wristband / Fitbit Flex Bracelet Sport Arm Band (No tracker, Replacement Bands Only) & 2pcs Black Silicon Fastener Ring For Free - Provided by i-smile®"
75 x 39 x 16.5 inches,13 pounds,http://www.amazon.com/Intex-Pillow-Raised-Airbed-Electric/dp/B000HBILB2,$37.45,"3,041",Outdoor Recreation,Sports & Outdoors,62,"Intex Pillow Rest Raised Airbed with Built-in Pillow and Electric Pump, Twin"
2.8 x 0.6 x 7.8 inches,2.7 ounces,http://www.amazon.com/Dixon-Pencils-Pre-Sharpened-Wood-Cased-12886/dp/B000X0TW6K,$2.00,71,Office & School Supplies,Office Products,100,"Dixon Oriole #2 Soft Pencils, Pre-Sharpened, Wood-Cased, Black Core, Box of 12, Yellow (12886)"
5.1 x 1.2 x 1.6 inches,1.1 ounces,http://www.amazon.com/Camry-Electronic-Temperature-Function-Traveler/dp/B00A8SXGKA,$10.50,"1,667",Office & School Supplies,Office Products,103,"Camry 110lb/50kg Electronic Digital Postal luggage Hanging Scale  with Temperature Sensor and Tare Function, Gift for Traveler"
11 x 8.5 x 0.6 inches,1.5 pounds,http://www.amazon.com/Mead-Filler-College-Sheets-17208/dp/B000BQT6GM,$4.99,20,Office & School Supplies,Office Products,98,"Mead Filler Paper, Loose Leaf Paper, College Ruled, 200 Sheets/Pack (17208)"
11 x 8.5 x 2.1 inches,9.8 ounces,http://www.amazon.com/Neenah-Vellum-Bristol-Inches-Brightness/dp/B006P1ER8O,$6.16,277,Office & School Supplies,Office Products,96,"Neenah Exact Vellum Bristol, 67 lb, 8.5 x 11 Inches, 250 Sheets, White, 94 Brightness"
11.5 x 11 x 2.7 inches,4 ounces,http://www.amazon.com/Wilson-Jones-Binder-Customizable-W362-44W/dp/B0001N9WLY,$3.34,131,Office & School Supplies,Office Products,97,"Wilson Jones Round Ring View Binder, 2 Inch, Basic, 362 Series, Customizable, White (W362-44W)"
3.6 x 11.3 x 11.6 inches,1 pounds,http://www.amazon.com/Avery-Durable-Binder-11-Inch-17041/dp/B000J0AVHI,$5.99,"1,635",Office & School Supplies,Office Products,95,"Avery Durable View Binder with 3-Inch Slant Ring, Holds 8.5 x 11-Inch Paper, Black, 1 Binder (17041)"
1.6 x 0.6 x 1.4 inches,1.6 ounces,http://www.amazon.com/HP-Original-Cartridge-CC640WN-140/dp/B0016P14O4,,"1,234",Office & School Supplies,Office Products,94,HP 60 Black Original Ink Cartridge (CC640WN#140)
0.2 x 11.8 x 9.2 inches,4 pounds,http://www.amazon.com/Smead-Hanging-Folders-Assorted-64059/dp/B00006IF4G,$11.68,454,Office & School Supplies,Office Products,91,"Smead Hanging File Folders, 1/5-Cut Tab, Letter Size, Assorted Primary Colors, 25 Per Box (64059)"
6.6 x 2.3 x 1.8 inches,6.4 ounces,http://www.amazon.com/Swingline-Standard-Stapler-Version-S7054501/dp/B00006IFKU,$4.77,420,Office & School Supplies,Office Products,93,"Swingline Standard Stapler, Eco Version, 15 Sheets, Black (S7054501)"
0.7 x 3.2 x 10.6 inches,3.2 ounces,http://www.amazon.com/Scotch-1448-Precision-Scissor-8-Inches/dp/B001BKHHGS,$5.54,935,Crafting,"Arts, Crafts & Sewing",92,"Scotch Precision Scissor, 8-Inches (1448)"
11 x 3 x 11.5 inches,1 ounces,http://www.amazon.com/Avery-Durable-Binder-11-Inch-17032/dp/B001B0CTMU,$4.09,"1,635",Office & School Supplies,Office Products,96,"Avery Durable View Binder with 2-Inch Slant Ring, Holds 8.5 x 11-Inch Paper, White, 1 Binder (17032)"
1.5 x 0.8 x 4.5 inches,4 ounces,http://www.amazon.com/Logitech-910-001354-Wireless-Presenter-R400/dp/B002GHBUTK,$33.95,"1,241",Office Electronics,Office Products,90,Logitech Wireless Presenter R400
8.5 x 0.8 x 11 inches,12 ounces,http://www.amazon.com/Student-Planner-2015-2016-School-Content/dp/B00PB2YXB4,$9.49,26,Office & School Supplies,Office Products,85,"Student Planner 2015-2016 School Year Planner Middle / High School Content 8.5X11"""
3.5 x 2.5 x 0.5 inches,0.3 ounces,http://www.amazon.com/DYMO-Labeling-45013-Cassette-Adhesive/dp/B00002NDS2,$9.91,539,Accessories & Supplies,Electronics,88,"DYMO Labeling Tape, ½"" x 23', Black Print on White Tape (45013) D1 Label Cassette, Split Back Easy Peel Adhesive"
4.9 x 3.1 x 0.9 inches,0.3 ounces,http://www.amazon.com/Expo-Low-Odor-Markers-Chisel-Assorted/dp/B000N35G94,$4.56,"1,155",Office & School Supplies,Office Products,86,"Expo 2 Low-Odor Dry Erase Markers, Chisel Tip, 4-Pack, Assorted Colors"
0.8 x 4.4 x 4.5 inches,1.6 ounces,http://www.amazon.com/Epson-DURABrite-T127120-High-capacity-Cartridge-Black/dp/B003LD5QIE,$24.75,"1,497",Office & School Supplies,Office Products,87,Epson DURABrite T127120 Ultra 127 Extra High-capacity Inkjet Cartridge-Black
7.3 x 3.7 x 1 inches,2.4 ounces,http://www.amazon.com/Sharpie-Tank-Style-Highlighters-Fluorescent-25164PP/dp/B0017P0LLA,$2.99,597,Office & School Supplies,Office Products,84,"Sharpie Accent Tank-Style Highlighters, Fluorescent Yellow, 4 Pack (25164PP)"
7.8 x 7.1 x 3 inches,1.5 pounds,http://www.amazon.com/Scotch-Heavy-Packaging-Inches-142-6/dp/B000J07BRQ,$12.91,827,Office & School Supplies,Office Products,83,"Scotch Heavy Duty Packaging Tape, 1.88 Inches x 800 Inches, 6 Rolls (142-6)"
,,http://www.amazon.com/Paracord-Planet-Spools-Parachute-Strand/dp/B00E62XXRA,$2.99,866,Sports & Fitness,Sports & Outdoors,61,"Paracord Planet 10', 25', 50', 100' Hanks & 250', 1000' Spools of Parachute 550 Cord Type III 7 Strand Paracord Over 200 Colors"
1 x 14.2 x 10.6 inches,1.2 pounds,http://www.amazon.com/Smead-Cascading-Organizer-Pockets-92060/dp/B00H0FJLZS,$12.99,372,Office & School Supplies,Office Products,82,"Smead Cascading Wall Organizer, 6 Pockets, Letter Size, Gray/Bright (92060)"
8.2 x 1.2 x 10.2 inches,1.5 pounds,http://www.amazon.com/Prismacolor-Premier-Soft-Colored-Pencils/dp/B000E23RSQ,$60.29,859,Office & School Supplies,Office Products,81,"Prismacolor Premier Soft Core Colored Pencils, 72 Colored Pencils"
9.2 x 6.5 x 3.5 inches,5.6 ounces,http://www.amazon.com/Winning-Moves-5027-Rubiks-Cube/dp/B004FG0ZWI,$9.75,421,Puzzles,Toys & Games,100,Rubik's Cube
13.9 x 7.5 x 2.3 inches,1.1 pounds,http://www.amazon.com/LEGO-Jurassic-World-Dilophosaurus-Building/dp/B00UPB9RSA,$43.88,56,Building Toys,Toys & Games,99,LEGO Jurassic World Dilophosaurus Ambush 75916 Building Kit
0.4 x 5.5 x 9.9 inches,3.2 ounces,http://www.amazon.com/Crayola-Washable-Watercolors-count-53-0524/dp/B000GZCBFG,$3.99,247,Arts & Crafts,Toys & Games,98,"Crayola Washable Watercolors, 24 count (53-0524)"
11.4 x 10.4 x 9.8 inches,12 ounces,http://www.amazon.com/Fisher-Price-71050-Brilliant-Basics-Rock-a-Stack/dp/B00000IZQP,$9.48,"1,315",Learning & Education,Toys & Games,96,Fisher-Price Brilliant Basics Rock-a-Stack
11.8 x 11.8 x 3 inches,3.2 pounds,http://www.amazon.com/Days-of-Wonder-DOW-7201/dp/0975277324,$39.28,"2,356",Games,Toys & Games,97,Ticket To Ride
5.5 x 22 x 7.8 inches,1.9 pounds,http://www.amazon.com/Fisher-Price-Brilliant-Basics-Corn-Popper/dp/B00CQHYWJK,$9.99,"1,191",Baby & Toddler Toys,Toys & Games,94,Fisher-Price Brilliant Basics Corn Popper
4 x 24.5 x 12.8 inches,4 pounds,http://www.amazon.com/Nerf-CS-18-N-Strike-Rapidstrike-Colors/dp/B00DW1JU5K,$34.99,609,Dress Up & Pretend Play,Toys & Games,95,Nerf CS-18 N-Strike Elite Rapidstrike (Colors may vary)
6.6 x 4.2 x 1 inches,7.2 ounces,http://www.amazon.com/SET-Enterprises-4001-Five-Crowns/dp/B00000IV35,$9.95,"1,525",Games,Toys & Games,93,Five Crowns
23.8 x 22 x 60 inches,9 pounds,http://www.amazon.com/Little-Tikes-EasyScore-Basketball-Set/dp/B001BKX0V4,$34.14,"1,885",Sports & Outdoor Play,Toys & Games,92,Little Tikes EasyScore Basketball Set
17.8 x 7.3 x 3 inches,7.2 ounces,http://www.amazon.com/Syma-S107G-Channel-Helicopter-Gyro/dp/B00F4WMAI4,$14.02,"3,803",Hobbies,Toys & Games,91,"Syma S107G 3.5 Channel RC Helicopter with Gyro, Blue"
1.6 x 6.3 x 6 inches,0.3 ounces,http://www.amazon.com/Nerf-N-Strike-Elite-Refill-Darts/dp/B0083TXZVQ,$5.50,357,Sports & Outdoor Play,Toys & Games,90,Nerf N-Strike Elite Dart Refill Pack (30 Darts)
2 x 10.6 x 15.8 inches,2.4 pounds,http://www.amazon.com/Hasbro-4545-Operation-Game/dp/B00000DMFM,$14.99,203,Games,Toys & Games,86,Operation Game
4.8 x 11.5 x 5.4 inches,4.6 pounds,http://www.amazon.com/Play-Doh-A7924-Super-Color-20-Pack/dp/B00IGNX244,$11.90,206,Arts & Crafts,Toys & Games,87,"Play-Doh Super Color, 20-Pack"
2 x 15.8 x 10.5 inches,2 pounds,http://www.amazon.com/Hasbro-00009-482-Monopoly-Board/dp/B00CV5PN2W,$10.13,453,Games,Toys & Games,89,Monopoly Board Game
1 x 1 x 10 inches,8 ounces,http://www.amazon.com/D-L-Company-20008-Rocket/dp/B0006O8Q7Y,$12.04,"1,167",Sports & Outdoor Play,Toys & Games,88,Ultra Stomp Rocket
1.9 x 15.8 x 10.5 inches,1.3 pounds,http://www.amazon.com/Hasbro-A5065-Sorry-2013-Edition/dp/B00D8VHIMG,$7.49,"1,481",Games,Toys & Games,84,Sorry! 2013 Edition Game
6 x 6 x 5 inches,9.2 pounds,http://www.amazon.com/Power-Wheels-12-Volt-Rechargeable-Battery/dp/B00004TFT1,$41.46,"1,149","Tricycles, Scooters & Wagons",Toys & Games,85,Power Wheels 12-Volt Rechargeable Battery
0.5 x 5 x 7.4 inches,0.3 ounces,http://www.amazon.com/Crayola-12ct-Fine-Washable-Markers/dp/B00CH33AFK,$4.26,10,Arts & Crafts,Toys & Games,82,Crayola 12ct Fine Washable Markers
7.4 x 4.2 x 0.5 inches,5.6 ounces,http://www.amazon.com/Crayola-Ultraclean-Fineline-Classic-Markers/dp/B00IYDM83M,$7.50,35,Arts & Crafts,Toys & Games,83,Crayola  Ultraclean Fineline Classic Markers (10 Count)
7.1 x 3.2 x 1.6 inches,13.6 ounces,http://www.amazon.com/Shopkins-Season-Pack-Styles-Will/dp/B00P4CGUOY,$14.09,384,Dress Up & Pretend Play,Toys & Games,81,Shopkins Season 2 (12 Pack) (Styles Will Vary)
2 x 2 x 8.9 inches,1 pounds,http://www.amazon.com/EcoAqua-EFF-6027A-Replacement-DA29-00020B-3-Pack/dp/B00E37TQV0,$39.49,"1,671",Parts & Accessories,Appliances,78,"EcoAqua EFF-6027A Replacement for DA29-00020B, 3-Pack"
,0.8 ounces,http://www.amazon.com/Maxell-CR2032-lithium-batteries-pack/dp/B002Q3OBFE,$2.70,"1,565",Household Supplies,Health & Personal Care,76,Maxell CR2032 lithium batteries -pack of 5
,4 ounces,http://www.amazon.com/Marrywindix-Tweezers-Non-magnetic-Forceps-Anti-static/dp/B00DVIEJ14,$2.38,462,Power & Hand Tools,Tools & Home Improvement,77,Marrywindix Tweezers Non-magnetic Forceps Anti-static Black Pack of 6pcs
2.5 x 1 x 2.5 inches,1.1 ounces,http://www.amazon.com/3M-Heavy-Mounting-1-Inch-50-Inch/dp/B00004Z4A8,$3.26,282,Office & School Supplies,Office Products,75,"3M Heavy Duty Mounting Tape, 1-Inch by 50-Inch"
2.2 x 4.4 x 6.8 inches,2 pounds,http://www.amazon.com/Dishwasher-Bottles-EPA-Registered-Eliminates-Salmonella/dp/B0052UMMRC,$5.97,401,Household Supplies,Health & Personal Care,74,Glisten DM06T Dishwasher Magic Cleaner 2 Pack-Two 12 Ounce Bottles-EPA Registered Cleanser Eliminates 99.9% of E-coli and Salmonella
6 x 1 x 6 inches,5.3 ounces,http://www.amazon.com/3M-Painters-Multi-Use-94-Inch-60-Yard/dp/B00004Z4CP,$3.69,490,Painting Supplies & Wall Treatments,Tools & Home Improvement,73,"3M Painter's Tape, Multi-Use, .94-Inch by 60-Yard"
3.8 x 3.8 x 5.2 inches,3 pounds,http://www.amazon.com/TCP-LBR301027KND6-LED-BR30-Equivalent/dp/B00KDZGKDS,$35.99,644,Lighting & Ceiling Fans,Tools & Home Improvement,72,TCP LBR301027KND6 LED BR30 - 65 Watt Equivalent Soft White (2700K) Flood Light Bulb - 6 Pack
4 x 5 x 6 inches,1.2 pounds,http://www.amazon.com/PUR-Advanced-Faucet-Filter-FM-3700B/dp/B0009CEKY6,$21.82,"1,895",Kitchen & Bath Fixtures,Tools & Home Improvement,71,PUR Advanced Faucet Water Filter Chrome FM-3700B
6.8 x 4 x 1.3 inches,6.4 ounces,http://www.amazon.com/Master-Lock-8143D-Coiling-16-inch/dp/B000BVXDZM,$4.79,591,Hardware,Tools & Home Improvement,70,"Master Lock 8143D Self Coiling Cable Lock, 4-Feet x 5/16-inch"
1.5 x 5.5 x 6.8 inches,4.2 ounces,http://www.amazon.com/Affresh-W10282479-Dishwasher-Cleaner-Tablets/dp/B002R0DXQE,$6.99,420,Household Supplies,Health & Personal Care,63,"Affresh W10282479 Dishwasher Cleaner, 6 Tablets"
8.1 x 3.7 x 1.8 inches,6.4 ounces,http://www.amazon.com/Master-Lock-653D-Set-Your-Own-Combination-Padlock/dp/B000ZOUB5A,$13.15,781,Hardware,Tools & Home Improvement,67,"Master Lock 653D Set-Your-Own-Combination 2-inch Padlock, 1-Pack - Colors May Vary"
4.9 x 4.2 x 1.3 inches,1.6 pounds,http://www.amazon.com/SmartThings-F-H-ETH-001-Samsung-Hub/dp/B010NZV0GE,$99.00,,Security & Surveillance,Electronics,65,Samsung SmartThings Hub
4 x 4 x 8 inches,5.6 ounces,http://www.amazon.com/Kenmore-46-9690-KenmoreClear-Refrigerator-Filter/dp/B005OK12HQ,$36.95,407,Parts & Accessories,Appliances,66,Kenmore 46-9690 KenmoreClear Refrigerator Water Filter
,1 pounds,http://www.amazon.com/Energizer-Pro-3-LED-Headlamp/dp/B00081GATG,$9.99,659,Outdoor Recreation,Sports & Outdoors,"10,511",Energizer 3 LED Headlamp
2.5 x 0.5 x 2.5 inches,1.6 ounces,http://www.amazon.com/Fulcrum-30010-301-Battery-Operated-Stick-On-Silver/dp/B000R7PM36,$7.04,"2,375",Lighting & Ceiling Fans,Tools & Home Improvement,62,"Fulcrum 30010-301 LED Battery-Operated Stick-On Tap Light, Silver, 3 Pack"
3.2 x 1.7 x 1 inches,1.2 pounds,http://www.amazon.com/Dremel-7300-PT-4-8-Volt-Pet-Grooming/dp/B003TU0XG4,$24.97,"1,734",Dogs,Pet Supplies,63,Dremel 7300-PT 4.8-Volt Pet Grooming Kit
,,http://www.amazon.com/Packable-Lightweight-Backpack-Lifetime-Warranty/dp/B00UNHYXWQ,$18.98,"2,042",Outdoor Recreation,Sports & Outdoors,100,#1 Rated 20L/33L- Most Durable Packable Handy Lightweight Travel Backpack Daypack+Lifetime Warranty
,2.5 pounds,http://www.amazon.com/Military-Rucksacks-Tactical-Backpack-Trekking/dp/B00CDI7TRY,$25.97,"1,207",Party Supplies,Toys & Games,98,Sport Outdoor Military Rucksacks Tactical Molle Backpack Camping Hiking Trekking Bag
,3 pounds,http://www.amazon.com/Eagles-Nest-Outfitters-Atlas-Strap/dp/B00MEZ2MLO,$29.95,811,Outdoor Recreation,Sports & Outdoors,99,"Eagles Nest Outfitters Atlas Strap, Set of 2"
2.9 x 2.9 x 8.9 inches,6.1 ounces,http://www.amazon.com/Klean-Kanteen-Classic-18-Ounce-Stainless/dp/B00X6ZKQA0,$14.54,770,Sports & Fitness,Sports & Outdoors,96,Klean Kanteen Classic 18-Ounce Stainless Steel Bottle With Sport Cap
10 x 8 x 7 inches,1.2 pounds,http://www.amazon.com/Coleman-9-Can-Soft-Cooler-Liner/dp/B006HFCA5U,$13.99,760,Outdoor Recreation,Sports & Outdoors,97,Coleman 9-Can Soft Cooler With Hard Liner
12 x 4 x 4 inches,10.4 ounces,http://www.amazon.com/Camelbak-Products-Chute-Water-Bottle/dp/B00J08JCWA,$8.67,614,Sports & Fitness,Sports & Outdoors,94,Camelbak Products Chute Water Bottle
,1.1 pounds,http://www.amazon.com/Tens-Unit-Muscle-Stimulator-Rehabilitation/dp/B00NCRE4GO,$30.14,376,Medical Supplies & Equipment,Health & Personal Care,95,"Tens Unit Muscle Stimulator - Tens Machine for Pain Management, Back Pain and Rehabilitation."
,12 ounces,http://www.amazon.com/Jansport-Backpack-Color-Black-Purple/dp/B00EDVQ4AW,$31.98,134,Luggage & Travel Gear,"Clothing, Shoes & Jewelry",93,Jansport Backpack All Color Black Navy Grey Blue Purple Any Color!!
,1 pounds,http://www.amazon.com/BV-Bicycle-Strap-On-Saddle-Seat/dp/B00A3W8EJE,$12.99,784,Outdoor Recreation,Sports & Outdoors,92,BV Bicycle Strap-On Saddle Bag / Seat Bag
,,http://www.amazon.com/Etronic-Security-Coiling-Resettable-Combination/dp/B00YI7ENXG,$11.99,463,Outdoor Recreation,Sports & Outdoors,90,"Etronic ® Security Lock M6 Self Coiling Resettable Combination Cable Lock, 6-Feet x 3/8-Inch"
2.4 x 1.9 x 1.5 inches,5.3 ounces,http://www.amazon.com/Brightest-Headlamp-Flashlight-Running-Camping/dp/B00R1KSK8G,$25.99,999,Lighting & Ceiling Fans,Tools & Home Improvement,73,"Brightest & Best Headlamp Flashlight with Red LED Light for Running, Camping, Reading, Fishing, Hunting, Walking, Jogging - Headlamps Waterproof, Long Battery Life (Batteries Included), Adjustable Beam, Durable, Lightweight, Easy to Use, Lifetime Warranty, 60 Days Money Back Guarantee + Free Bonus!"
10 x 8 x 1 inches,8 ounces,http://www.amazon.com/Ultra-Pro-Pocket-Page-Protectors/dp/B005HIOVOG,$5.85,"1,118",Sports & Fitness,Sports & Outdoors,88,Ultra Pro 25/9 Pocket Page Protectors
,,http://www.amazon.com/ProSource-Puzzle-Exercise-Quality-Interlocking/dp/B00KHT4L1I,$23.95,484,Sports & Fitness,Sports & Outdoors,89,ProSource Puzzle Exercise Mat High Quality EVA Foam Interlocking Tiles
9 x 7.9 x 9 inches,5.1 pounds,http://www.amazon.com/Perfect-Fitness-Ab-Carver-Pro/dp/B00B1N0R6C,$39.99,"2,317",Sports & Fitness,Sports & Outdoors,86,Perfect Fitness Ab Carver Pro
,5.6 ounces,http://www.amazon.com/KT-Elastic-Kinesiology-Therapeutic-Tape/dp/B006O67IBI,$14.44,"1,048",Medical Supplies & Equipment,Health & Personal Care,87,KT TAPE PRO Elastic Kinesiology Therapeutic Tape - 20 Pre-Cut 10-Inch Strips
